id,customerId,status,totalAmount,currency,createdAt,updatedAt,completedAt,createdBy
so189,cust134,COMPLETED,353655,INR,2025-02-09T00:09:31.405Z,2025-06-20T22:33:42.312Z,2024-11-26T03:52:10.219Z,u9
so190,cust34,COMPLETED,354424,INR,2024-08-11T13:37:10.053Z,2024-11-12T02:09:46.236Z,2025-11-02T18:41:48.055Z,u10
so191,cust149,COMPLETED,487078,INR,2025-10-05T21:08:37.222Z,2025-06-07T16:52:32.651Z,2024-05-06T14:42:13.441Z,u1
so192,cust132,COMPLETED,4919,INR,2026-02-03T17:42:24.837Z,2025-02-02T21:56:47.693Z,2024-10-09T06:39:18.929Z,u1
so193,cust87,COMPLETED,446154,INR,2024-03-17T04:11:00.002Z,2024-05-29T00:49:23.379Z,2025-11-04T20:57:26.173Z,u2
so194,cust107,COMPLETED,438916,INR,2025-10-09T09:45:09.283Z,2025-09-30T08:33:36.292Z,2025-10-23T14:28:33.790Z,u5
so195,cust42,COMPLETED,537784,INR,2025-01-27T21:30:05.065Z,2025-11-05T14:31:56.910Z,2025-06-07T21:51:44.695Z,u10
so196,cust112,COMPLETED,377047,INR,2025-06-29T20:41:03.766Z,2025-04-03T22:43:26.931Z,2024-12-17T19:39:01.060Z,u8
so197,cust4,COMPLETED,625330,INR,2024-06-08T05:13:46.814Z,2026-01-15T06:58:33.949Z,2025-06-19T17:40:18.636Z,u10
so198,cust11,COMPLETED,469048,INR,2025-05-30T10:14:02.355Z,2025-06-01T20:51:05.677Z,2025-04-22T16:35:49.600Z,u5
so199,cust66,COMPLETED,6024,INR,2024-09-19T02:54:28.826Z,2025-01-03T16:20:51.432Z,2025-05-08T22:36:52.214Z,u8
so200,cust65,COMPLETED,308111,INR,2025-07-07T17:10:34.165Z,2026-02-19T03:29:51.145Z,2025-12-29T05:28:22.525Z,u7
so201,cust24,COMPLETED,736143,INR,2024-09-30T18:39:44.289Z,2024-10-23T23:53:02.895Z,2025-10-08T06:06:35.105Z,u2
so202,cust9,COMPLETED,418456,INR,2025-10-04T21:43:32.453Z,2025-10-23T20:24:49.715Z,2026-03-06T06:17:13.279Z,u5
so203,cust55,COMPLETED,207674,INR,2025-06-11T19:03:47.393Z,2024-10-07T17:16:51.466Z,2024-10-24T22:37:57.145Z,u6
so204,cust82,COMPLETED,178177,INR,2026-01-29T00:06:37.865Z,2024-06-23T02:25:32.842Z,2025-09-06T01:49:26.154Z,u7
so205,cust125,COMPLETED,284182,INR,2024-08-08T18:51:17.068Z,2024-06-06T19:59:06.236Z,2024-08-24T17:42:21.238Z,u1
so206,cust6,COMPLETED,258756,INR,2025-04-08T21:34:25.234Z,2024-05-05T07:49:04.456Z,2025-07-15T07:46:16.571Z,u7
so207,cust5,COMPLETED,217930,INR,2025-06-10T21:59:25.317Z,2024-12-27T21:11:34.760Z,2026-01-25T18:30:55.803Z,u1
so208,cust79,COMPLETED,139405,INR,2025-10-12T03:34:44.247Z,2024-04-30T06:10:18.816Z,2025-05-14T17:52:16.091Z,u9
so209,cust6,COMPLETED,256057,INR,2024-03-10T03:38:31.038Z,2024-04-15T20:47:30.182Z,2024-10-10T13:37:26.763Z,u7
so210,cust82,COMPLETED,225289,INR,2025-08-15T07:29:19.969Z,2024-09-27T12:07:30.737Z,2024-12-18T10:22:12.835Z,u4
so211,cust123,COMPLETED,213292,INR,2026-02-02T18:23:18.680Z,2024-07-22T23:17:37.248Z,2026-01-05T05:29:58.660Z,u8
so212,cust5,COMPLETED,428959,INR,2024-11-17T16:41:36.309Z,2025-05-20T12:40:26.750Z,2024-12-18T19:49:58.789Z,u6
so213,cust101,COMPLETED,120772,INR,2024-08-01T08:50:02.832Z,2025-11-08T00:21:20.861Z,2025-09-12T08:30:07.258Z,u5
so214,cust138,COMPLETED,647070,INR,2024-11-06T03:46:22.089Z,2024-03-29T19:04:13.015Z,2025-03-23T15:06:03.134Z,u5
so215,cust56,COMPLETED,483055,INR,2024-09-06T17:45:05.350Z,2024-03-17T11:52:21.645Z,2025-10-06T23:19:30.884Z,u10
so216,cust133,COMPLETED,102889,INR,2024-11-24T14:38:22.741Z,2026-01-31T18:27:15.268Z,2025-01-04T13:46:14.308Z,u4
so217,cust138,COMPLETED,378392,INR,2025-01-08T09:23:40.141Z,2025-02-13T08:22:20.323Z,2025-11-07T11:10:01.196Z,u4
so218,cust56,COMPLETED,368483,INR,2026-01-10T21:29:55.684Z,2025-10-01T02:22:25.825Z,2025-11-24T09:10:20.865Z,u5
so219,cust21,COMPLETED,551424,INR,2026-03-06T21:16:55.895Z,2026-01-16T20:19:27.750Z,2025-05-19T06:53:39.186Z,u10
so220,cust62,COMPLETED,245261,INR,2025-11-05T18:09:26.676Z,2025-05-02T07:21:58.675Z,2025-04-29T19:08:37.282Z,u9
so221,cust28,COMPLETED,615191,INR,2025-03-22T17:02:34.087Z,2025-02-13T21:39:09.870Z,2025-05-12T06:02:41.285Z,u8
so222,cust76,COMPLETED,345215,INR,2024-03-16T08:03:55.369Z,2024-12-08T22:04:00.465Z,2025-12-04T13:10:33.812Z,u5
so223,cust44,COMPLETED,493347,INR,2024-06-05T05:06:55.233Z,2025-09-14T08:33:58.088Z,2024-04-13T06:11:00.841Z,u2
so224,cust52,COMPLETED,478155,INR,2025-06-17T10:20:17.630Z,2024-05-11T00:15:59.253Z,2024-11-08T09:38:49.603Z,u2
so225,cust25,COMPLETED,658625,INR,2025-05-06T06:40:20.009Z,2024-10-19T13:53:23.543Z,2024-11-13T05:40:02.305Z,u6
so226,cust103,COMPLETED,479949,INR,2025-03-12T18:32:23.202Z,2024-06-02T16:18:52.352Z,2024-04-17T07:41:26.619Z,u8
so227,cust63,COMPLETED,594629,INR,2026-01-04T05:37:18.691Z,2025-12-27T04:36:45.194Z,2025-02-28T00:23:00.499Z,u7
so228,cust132,COMPLETED,223342,INR,2024-09-06T21:35:59.987Z,2025-09-24T23:06:41.555Z,2024-04-05T07:05:05.352Z,u2
so229,cust149,COMPLETED,197001,INR,2025-08-14T10:20:16.166Z,2025-10-07T01:49:31.070Z,2025-09-16T12:55:13.079Z,u8
so230,cust136,COMPLETED,142421,INR,2025-01-16T22:13:29.229Z,2024-08-02T22:52:32.319Z,2025-09-15T02:45:27.097Z,u5
so231,cust127,COMPLETED,305153,INR,2025-06-20T14:31:03.045Z,2025-04-14T21:19:18.281Z,2024-05-05T07:12:32.018Z,u5
so232,cust35,COMPLETED,495486,INR,2024-10-27T02:42:23.394Z,2025-05-24T06:28:34.430Z,2025-03-03T20:55:55.390Z,u8
so233,cust69,COMPLETED,700565,INR,2024-04-26T19:15:44.192Z,2024-10-14T15:33:20.400Z,2026-01-11T10:40:13.838Z,u3
so234,cust5,COMPLETED,212018,INR,2024-12-02T15:00:00.731Z,2024-08-07T06:37:28.342Z,2025-11-19T06:08:16.417Z,u10
so235,cust23,COMPLETED,16467,INR,2024-09-30T04:24:19.084Z,2024-07-19T06:34:40.029Z,2024-10-12T21:45:56.561Z,u4
so236,cust104,COMPLETED,62164,INR,2025-03-16T19:42:55.203Z,2025-07-25T13:53:02.385Z,2025-09-23T19:00:28.369Z,u9
so237,cust69,COMPLETED,206310,INR,2025-01-29T12:03:11.099Z,2024-08-07T17:26:38.667Z,2025-12-16T14:54:26.656Z,u8
so238,cust50,COMPLETED,386133,INR,2024-09-16T02:39:12.951Z,2024-07-02T12:37:36.587Z,2025-10-08T11:51:00.507Z,u10
so239,cust142,COMPLETED,292892,INR,2025-06-25T11:41:29.665Z,2024-11-10T10:56:58.792Z,2025-01-13T04:57:10.424Z,u10
so240,cust24,COMPLETED,500831,INR,2025-05-22T00:01:47.938Z,2024-06-28T16:55:33.757Z,2024-07-27T10:27:34.695Z,u4
so241,cust142,COMPLETED,168272,INR,2024-11-06T03:52:17.454Z,2025-07-17T22:49:59.944Z,2025-06-20T16:09:34.061Z,u5
so242,cust35,COMPLETED,315840,INR,2026-02-22T22:01:34.115Z,2024-12-17T04:34:42.735Z,2025-06-23T03:50:24.928Z,u4
so243,cust32,COMPLETED,495504,INR,2025-12-04T13:52:17.123Z,2025-08-12T05:20:47.338Z,2025-09-01T11:00:55.186Z,u9
so244,cust35,COMPLETED,24798,INR,2024-08-23T04:18:46.505Z,2025-01-31T04:41:54.071Z,2026-01-19T11:42:01.198Z,u2
so245,cust97,COMPLETED,248011,INR,2025-04-28T14:18:15.755Z,2024-04-16T18:44:48.751Z,2025-01-05T04:58:22.981Z,u10
so246,cust39,COMPLETED,572103,INR,2025-04-09T22:30:57.881Z,2024-10-18T16:11:39.701Z,2025-07-11T10:10:54.791Z,u5
so247,cust111,COMPLETED,556043,INR,2024-09-08T14:10:51.744Z,2025-10-28T13:31:05.944Z,2025-02-06T00:34:37.412Z,u1
so248,cust117,COMPLETED,383025,INR,2024-03-16T02:32:50.647Z,2024-06-15T04:37:56.258Z,2025-01-03T11:31:34.813Z,u6
so249,cust139,COMPLETED,309825,INR,2024-04-01T20:25:49.779Z,2025-10-01T17:35:12.597Z,2024-08-05T03:39:11.449Z,u4
so250,cust64,COMPLETED,334163,INR,2025-06-21T00:38:40.791Z,2024-06-15T23:47:26.270Z,2025-05-31T11:08:34.122Z,u2
so251,cust120,COMPLETED,418158,INR,2025-04-01T15:55:31.103Z,2024-10-16T16:55:01.145Z,2025-04-09T18:39:02.956Z,u7
so252,cust148,COMPLETED,130110,INR,2025-01-12T13:07:32.997Z,2025-08-10T11:22:55.290Z,2024-12-01T09:20:04.650Z,u3
so253,cust26,COMPLETED,212875,INR,2024-03-29T09:49:13.662Z,2025-05-21T01:44:38.593Z,2026-02-01T22:15:57.495Z,u10
so254,cust29,COMPLETED,698123,INR,2024-08-16T14:50:53.174Z,2026-02-22T03:51:06.116Z,2025-08-20T13:59:36.417Z,u7
so255,cust71,COMPLETED,603834,INR,2024-10-14T09:35:50.891Z,2026-03-07T04:16:21.324Z,2025-08-28T13:26:40.707Z,u7
so256,cust22,COMPLETED,229553,INR,2025-03-02T01:33:37.466Z,2024-03-08T16:26:53.790Z,2026-01-18T15:57:52.191Z,u7
so257,cust26,COMPLETED,26306,INR,2025-03-26T18:43:11.927Z,2026-01-18T20:33:41.513Z,2025-08-28T22:07:17.724Z,u8
so258,cust128,COMPLETED,139299,INR,2024-09-11T18:55:05.652Z,2025-05-22T00:31:34.464Z,2024-03-09T00:04:34.550Z,u9
so259,cust41,COMPLETED,192108,INR,2024-12-05T16:29:59.707Z,2025-08-24T01:21:23.211Z,2024-08-03T05:09:07.499Z,u9
so260,cust35,COMPLETED,519006,INR,2025-09-30T16:29:31.179Z,2024-03-19T16:25:18.943Z,2025-09-01T17:39:04.398Z,u5
so261,cust86,COMPLETED,42574,INR,2025-05-31T22:25:20.552Z,2024-08-17T17:45:48.863Z,2026-01-19T19:45:26.315Z,u4
so262,cust111,COMPLETED,147378,INR,2024-09-30T23:50:43.682Z,2025-06-08T06:57:50.067Z,2024-11-25T14:35:17.153Z,u3
so263,cust133,COMPLETED,19910,INR,2025-03-24T19:45:48.251Z,2026-01-31T16:34:27.724Z,2024-07-26T20:17:08.558Z,u7
so264,cust71,COMPLETED,560190,INR,2024-10-30T08:56:59.398Z,2025-04-14T10:10:25.714Z,2025-11-13T08:36:31.361Z,u10
so265,cust58,COMPLETED,317914,INR,2024-10-21T01:22:57.378Z,2025-01-14T13:46:39.160Z,2025-05-20T08:25:30.785Z,u1
so266,cust10,COMPLETED,184807,INR,2025-09-04T06:01:45.564Z,2026-03-04T18:14:51.461Z,2025-01-29T16:17:32.502Z,u9
so267,cust81,COMPLETED,180074,INR,2026-03-05T16:24:45.140Z,2025-01-08T02:28:22.317Z,2024-09-29T06:30:31.114Z,u4
so268,cust74,COMPLETED,294903,INR,2025-05-20T09:15:18.976Z,2025-10-07T06:46:51.759Z,2024-05-19T02:52:15.128Z,u9
so269,cust74,COMPLETED,502284,INR,2025-04-06T09:05:40.956Z,2025-07-13T09:06:26.993Z,2025-01-06T04:40:32.642Z,u6
so270,cust62,COMPLETED,313552,INR,2025-09-20T15:37:36.998Z,2025-03-24T11:50:26.118Z,2025-01-31T18:48:22.443Z,u4
so271,cust96,COMPLETED,121820,INR,2026-03-01T02:56:10.821Z,2024-10-04T20:40:11.761Z,2024-07-26T22:06:21.149Z,u4
so272,cust19,COMPLETED,241688,INR,2024-10-24T18:25:26.485Z,2024-10-20T20:37:24.438Z,2024-07-24T11:20:49.185Z,u7
so273,cust49,COMPLETED,528633,INR,2026-02-15T02:44:04.369Z,2025-07-25T07:02:09.607Z,2025-07-03T13:20:51.506Z,u8
so274,cust119,COMPLETED,154560,INR,2024-05-26T23:02:58.428Z,2024-06-21T12:27:30.992Z,2025-08-03T02:52:03.401Z,u2
so275,cust117,COMPLETED,285217,INR,2024-11-23T21:59:08.085Z,2024-03-13T17:14:16.970Z,2025-05-02T15:46:57.627Z,u1
so276,cust142,COMPLETED,79388,INR,2024-07-15T15:26:39.956Z,2025-01-16T18:29:10.229Z,2024-04-15T16:34:58.194Z,u6
so277,cust29,COMPLETED,234122,INR,2025-06-01T09:33:48.940Z,2025-12-01T01:43:08.621Z,2025-11-24T00:44:02.443Z,u10
so278,cust74,COMPLETED,202428,INR,2026-01-12T00:43:08.257Z,2024-04-28T15:16:24.895Z,2026-02-25T18:19:29.557Z,u5
so279,cust91,COMPLETED,125762,INR,2024-04-08T00:17:36.843Z,2024-10-17T19:43:52.777Z,2024-08-13T12:34:46.733Z,u7
so280,cust1,COMPLETED,293231,INR,2025-01-03T05:12:27.529Z,2024-07-18T09:16:08.301Z,2025-09-24T14:35:16.294Z,u5
so281,cust143,COMPLETED,474004,INR,2026-02-04T06:48:16.079Z,2025-05-25T10:24:25.205Z,2025-05-10T17:19:08.867Z,u2
so282,cust113,COMPLETED,70592,INR,2024-07-15T14:39:38.506Z,2025-01-03T02:49:27.117Z,2024-03-30T11:57:49.113Z,u7
so283,cust144,COMPLETED,41246,INR,2026-01-14T06:08:07.476Z,2025-08-19T15:20:08.071Z,2025-05-05T12:48:56.428Z,u2
so284,cust73,COMPLETED,539543,INR,2024-04-21T17:29:41.745Z,2025-05-15T01:33:26.189Z,2025-02-18T05:18:48.952Z,u4
so285,cust8,COMPLETED,536425,INR,2025-07-18T09:31:01.829Z,2025-11-05T15:15:25.467Z,2024-09-25T14:58:06.240Z,u9
so286,cust28,COMPLETED,154220,INR,2025-10-07T17:27:58.050Z,2025-04-17T11:21:20.852Z,2025-08-02T17:56:33.154Z,u5
so287,cust139,COMPLETED,643315,INR,2024-03-17T09:22:11.202Z,2025-02-05T10:08:09.449Z,2025-07-11T09:38:29.670Z,u6
so288,cust40,COMPLETED,26566,INR,2024-11-11T22:26:27.717Z,2025-10-29T21:05:04.926Z,2024-07-22T13:22:57.785Z,u4
so289,cust126,COMPLETED,628648,INR,2026-01-15T02:35:28.552Z,2025-09-06T02:45:25.831Z,2026-01-10T15:59:16.807Z,u3
so290,cust64,COMPLETED,207749,INR,2024-05-01T08:53:56.872Z,2025-08-26T18:19:07.052Z,2025-09-17T21:42:49.753Z,u2
so291,cust60,COMPLETED,309385,INR,2024-04-07T08:18:30.119Z,2025-05-25T13:34:54.682Z,2025-12-09T19:53:25.688Z,u10
so292,cust127,COMPLETED,156037,INR,2024-12-01T02:22:21.102Z,2025-11-21T04:12:35.100Z,2024-09-18T22:04:35.294Z,u10
so293,cust95,COMPLETED,54620,INR,2024-08-11T04:05:24.545Z,2025-04-11T13:00:16.321Z,2024-11-04T00:06:53.998Z,u4
so294,cust114,COMPLETED,359280,INR,2025-04-26T19:54:29.071Z,2024-04-08T19:44:56.802Z,2025-10-24T01:12:10.173Z,u4
so295,cust37,COMPLETED,455906,INR,2024-07-03T06:08:01.186Z,2025-09-09T13:27:48.663Z,2024-12-04T04:22:54.276Z,u6
so296,cust88,COMPLETED,66361,INR,2025-04-12T07:34:23.925Z,2026-02-02T17:21:40.621Z,2024-04-13T01:22:31.513Z,u3
so297,cust64,COMPLETED,152418,INR,2025-09-03T05:01:15.338Z,2025-07-02T00:41:04.624Z,2025-02-27T03:04:48.536Z,u9
so298,cust29,COMPLETED,166546,INR,2025-05-22T09:47:02.364Z,2025-08-20T14:29:07.444Z,2025-08-14T18:47:39.594Z,u1
so299,cust42,COMPLETED,673485,INR,2024-10-29T03:45:38.568Z,2025-09-18T00:47:59.502Z,2026-03-06T09:51:00.044Z,u4
so300,cust51,COMPLETED,475792,INR,2025-04-01T12:05:08.416Z,2024-04-18T07:01:50.150Z,2025-08-05T09:58:43.057Z,u7
so301,cust4,COMPLETED,153427,INR,2025-08-20T19:30:53.494Z,2026-03-05T06:47:45.807Z,2024-03-22T06:48:35.978Z,u3
so302,cust121,COMPLETED,280382,INR,2024-07-31T22:01:58.004Z,2024-10-25T07:16:00.591Z,2024-09-19T23:45:12.496Z,u1
so303,cust146,COMPLETED,81170,INR,2024-07-22T07:11:54.757Z,2024-05-15T12:17:29.443Z,2025-08-02T01:04:33.931Z,u4
so304,cust116,COMPLETED,499420,INR,2024-12-30T17:49:04.134Z,2025-08-25T07:15:56.953Z,2024-07-13T04:38:29.398Z,u6
so305,cust72,COMPLETED,136925,INR,2024-03-26T01:41:46.811Z,2024-04-03T06:06:17.513Z,2025-11-24T08:25:57.655Z,u3
so306,cust112,COMPLETED,137608,INR,2025-07-31T18:04:34.801Z,2024-11-03T00:33:45.786Z,2025-04-22T12:52:44.122Z,u5
so307,cust100,COMPLETED,21914,INR,2025-12-02T13:54:24.660Z,2024-08-08T07:26:03.908Z,2024-09-15T07:17:30.500Z,u8
so308,cust125,COMPLETED,155240,INR,2025-05-05T08:08:44.193Z,2025-08-13T16:01:36.020Z,2025-02-22T11:28:49.481Z,u5
so309,cust14,COMPLETED,399740,INR,2024-10-08T22:36:45.151Z,2024-05-30T00:11:34.186Z,2025-01-23T09:23:31.809Z,u1
so310,cust2,COMPLETED,254259,INR,2024-10-29T15:03:22.444Z,2025-03-08T11:09:31.237Z,2025-04-29T07:51:16.452Z,u6
so311,cust72,COMPLETED,184353,INR,2025-01-16T18:06:21.502Z,2025-11-30T09:03:19.364Z,2024-04-17T21:38:18.707Z,u6
so312,cust89,COMPLETED,529113,INR,2026-02-12T10:12:51.123Z,2025-05-21T15:30:36.771Z,2024-06-26T18:47:27.072Z,u10
so313,cust1,COMPLETED,259269,INR,2025-09-22T07:34:24.764Z,2025-11-11T18:17:33.261Z,2025-07-03T12:58:27.304Z,u4
so314,cust138,COMPLETED,653666,INR,2025-01-03T07:10:22.861Z,2025-09-27T09:57:02.903Z,2025-03-29T11:02:20.944Z,u8
so315,cust124,COMPLETED,556782,INR,2025-09-24T16:36:11.169Z,2024-09-14T21:54:15.648Z,2025-06-30T10:52:09.787Z,u10
so316,cust122,COMPLETED,189010,INR,2025-07-24T02:53:10.150Z,2026-02-26T22:39:08.666Z,2025-04-27T20:47:39.798Z,u3
so317,cust142,COMPLETED,163205,INR,2024-10-26T10:10:35.076Z,2025-12-10T22:18:11.680Z,2024-05-10T09:57:51.014Z,u7
so318,cust18,COMPLETED,429018,INR,2024-10-20T14:39:37.260Z,2026-01-12T05:41:38.647Z,2024-04-14T17:14:13.652Z,u3
so319,cust27,COMPLETED,280708,INR,2024-06-27T12:05:53.510Z,2024-03-20T00:48:14.371Z,2025-11-06T17:41:33.326Z,u9
so320,cust5,COMPLETED,267799,INR,2025-08-16T21:37:09.921Z,2024-05-14T14:25:10.312Z,2024-07-11T14:06:10.464Z,u3
so321,cust123,COMPLETED,250449,INR,2025-05-08T17:24:18.539Z,2025-01-16T18:17:22.469Z,2024-06-11T15:05:33.012Z,u10
so322,cust135,COMPLETED,567136,INR,2024-11-12T23:51:31.403Z,2024-04-07T08:48:21.677Z,2025-05-28T01:23:38.032Z,u1
so323,cust147,COMPLETED,497082,INR,2025-09-09T10:49:37.230Z,2024-12-25T03:30:12.363Z,2025-05-07T22:59:36.102Z,u2
so324,cust103,COMPLETED,75823,INR,2025-04-16T01:02:34.488Z,2025-05-18T09:56:06.305Z,2024-10-18T09:27:28.283Z,u9
so325,cust66,COMPLETED,375145,INR,2024-03-28T05:33:50.627Z,2025-08-08T02:26:34.641Z,2024-11-26T20:46:01.733Z,u4
so326,cust93,COMPLETED,323085,INR,2025-05-09T03:48:31.887Z,2024-03-27T12:51:26.715Z,2025-03-07T11:14:22.626Z,u2
so327,cust130,COMPLETED,247074,INR,2025-04-04T03:05:57.486Z,2025-05-02T06:23:11.636Z,2026-02-05T13:09:53.349Z,u2
so328,cust67,COMPLETED,211768,INR,2024-08-25T13:12:11.949Z,2025-07-13T06:39:47.553Z,2024-07-10T21:56:02.119Z,u6
so329,cust65,COMPLETED,43302,INR,2025-09-18T05:16:48.405Z,2024-04-22T22:16:46.676Z,2026-01-12T20:09:46.503Z,u3
so330,cust121,COMPLETED,362513,INR,2025-06-29T13:10:03.537Z,2024-09-16T20:45:43.113Z,2024-05-21T01:09:35.110Z,u3
so331,cust28,COMPLETED,128692,INR,2024-12-18T03:52:22.382Z,2024-09-01T14:03:28.474Z,2025-05-20T16:30:54.234Z,u8
so332,cust110,COMPLETED,960173,INR,2024-05-13T18:05:01.293Z,2025-07-25T07:52:49.052Z,2025-09-06T13:30:12.291Z,u9
so333,cust18,COMPLETED,208748,INR,2025-03-03T02:35:55.275Z,2025-09-04T21:43:45.628Z,2024-10-13T02:50:13.217Z,u1
so334,cust47,COMPLETED,98468,INR,2024-04-04T21:23:49.434Z,2024-10-26T11:15:38.718Z,2024-11-28T14:02:30.122Z,u10
so335,cust131,COMPLETED,267266,INR,2024-04-08T11:03:55.089Z,2024-08-19T07:58:02.812Z,2024-09-03T18:55:00.352Z,u9
so336,cust139,COMPLETED,174518,INR,2025-06-10T22:19:25.236Z,2025-08-07T17:42:12.174Z,2025-09-05T14:02:26.182Z,u4
so337,cust150,COMPLETED,635455,INR,2024-08-24T05:51:10.095Z,2024-09-12T15:46:24.274Z,2024-07-23T20:59:01.869Z,u5
so338,cust82,COMPLETED,530266,INR,2025-03-11T21:46:48.107Z,2024-05-06T08:47:00.480Z,2025-03-03T07:28:49.896Z,u1
so339,cust86,COMPLETED,279940,INR,2024-10-28T14:15:59.616Z,2024-10-23T04:45:43.396Z,2025-04-06T21:19:56.710Z,u5
so340,cust65,COMPLETED,326357,INR,2026-01-29T02:29:32.432Z,2024-07-30T07:01:28.765Z,2025-12-06T04:58:34.671Z,u5
so341,cust27,COMPLETED,235749,INR,2025-10-23T04:51:15.536Z,2024-10-13T09:39:47.831Z,2025-09-05T20:25:13.019Z,u7
so342,cust147,COMPLETED,60886,INR,2024-05-13T17:10:12.011Z,2025-05-23T22:18:06.970Z,2024-06-04T07:08:59.861Z,u4
so343,cust138,COMPLETED,254460,INR,2025-05-25T20:17:34.918Z,2024-10-06T14:02:57.846Z,2026-01-09T18:03:10.869Z,u1
so344,cust68,COMPLETED,78952,INR,2024-11-23T16:05:59.433Z,2025-01-16T17:51:25.806Z,2024-03-30T02:46:31.387Z,u2
so345,cust57,COMPLETED,347245,INR,2025-05-18T10:57:17.365Z,2025-11-21T23:23:52.550Z,2025-10-14T17:52:24.592Z,u1
so346,cust55,COMPLETED,231756,INR,2026-01-30T16:27:50.378Z,2024-09-21T03:11:56.139Z,2024-09-09T22:36:19.618Z,u10
so347,cust148,COMPLETED,44786,INR,2024-08-13T13:20:38.943Z,2025-11-16T19:44:53.332Z,2025-02-05T19:27:19.367Z,u5
so348,cust16,COMPLETED,526433,INR,2026-01-28T15:22:14.193Z,2025-04-24T00:16:20.723Z,2025-01-25T19:26:30.928Z,u2
so349,cust147,COMPLETED,146150,INR,2025-02-03T16:12:04.904Z,2025-10-06T21:19:42.895Z,2025-06-19T15:03:04.569Z,u3
so350,cust81,COMPLETED,43262,INR,2024-05-11T14:42:17.171Z,2024-10-21T00:53:41.465Z,2024-08-12T04:34:59.340Z,u4
so351,cust32,COMPLETED,415415,INR,2025-07-16T05:13:24.355Z,2024-05-31T15:17:38.197Z,2024-06-26T02:52:57.966Z,u4
so352,cust141,COMPLETED,72408,INR,2024-12-20T06:25:17.381Z,2025-08-08T13:11:19.458Z,2024-11-11T04:16:56.105Z,u6
so353,cust59,COMPLETED,8484,INR,2026-01-04T19:58:08.295Z,2025-10-10T19:41:50.906Z,2025-07-15T08:01:21.704Z,u6
so354,cust93,COMPLETED,19676,INR,2024-08-26T19:07:37.064Z,2025-05-06T14:24:40.761Z,2024-09-18T04:03:51.225Z,u2
so355,cust76,COMPLETED,9693,INR,2025-04-21T14:08:54.515Z,2025-10-07T22:19:15.142Z,2025-01-24T22:33:35.469Z,u2
so356,cust69,COMPLETED,652127,INR,2025-08-23T16:52:47.204Z,2026-02-09T14:03:17.954Z,2024-03-09T14:56:47.471Z,u1
so357,cust114,COMPLETED,198090,INR,2025-07-13T15:37:56.815Z,2025-04-09T06:00:22.526Z,2025-03-06T08:54:45.912Z,u5
so358,cust96,COMPLETED,277975,INR,2024-12-22T13:37:20.257Z,2025-05-04T23:11:42.615Z,2026-02-27T10:12:44.176Z,u3
so359,cust117,COMPLETED,311155,INR,2024-06-28T18:47:53.796Z,2025-12-01T23:54:58.832Z,2025-09-14T03:04:55.637Z,u6
so360,cust12,COMPLETED,130945,INR,2025-11-04T13:21:25.262Z,2025-03-04T13:37:29.262Z,2024-03-29T16:53:24.588Z,u3
so361,cust111,COMPLETED,359183,INR,2025-05-17T13:21:18.230Z,2024-08-13T16:02:44.799Z,2025-12-05T21:47:55.550Z,u1
so362,cust30,COMPLETED,129291,INR,2025-11-18T17:06:23.755Z,2024-06-23T09:27:24.355Z,2024-08-04T06:19:55.536Z,u6
so363,cust107,COMPLETED,469340,INR,2024-10-25T04:12:42.331Z,2024-04-22T18:57:20.261Z,2024-04-07T03:48:59.135Z,u1
so364,cust84,COMPLETED,157266,INR,2026-01-06T13:26:21.239Z,2024-11-25T11:40:13.552Z,2025-06-01T04:49:56.132Z,u2
so365,cust78,COMPLETED,474974,INR,2024-06-26T23:21:03.181Z,2024-10-25T20:10:29.487Z,2024-09-27T23:29:45.897Z,u3
so366,cust143,COMPLETED,175388,INR,2025-07-05T12:29:54.071Z,2025-07-26T03:10:16.583Z,2025-06-29T20:06:22.275Z,u4
so367,cust144,COMPLETED,378741,INR,2025-01-18T01:59:28.041Z,2025-11-03T21:03:14.759Z,2024-09-02T03:48:09.548Z,u6
so368,cust67,COMPLETED,154220,INR,2024-12-27T09:45:49.981Z,2026-01-17T14:42:46.112Z,2025-11-16T07:48:41.079Z,u3
so369,cust11,COMPLETED,286789,INR,2025-01-05T08:37:13.127Z,2026-01-25T13:30:23.913Z,2025-03-19T13:11:54.535Z,u1
so370,cust128,COMPLETED,205701,INR,2025-05-24T14:12:59.044Z,2024-04-02T03:52:16.374Z,2026-02-11T06:33:52.299Z,u9
so371,cust127,COMPLETED,71772,INR,2025-08-10T20:56:44.994Z,2025-05-14T18:45:39.697Z,2024-06-13T11:22:10.373Z,u7
so372,cust59,COMPLETED,68885,INR,2025-04-28T19:50:57.777Z,2024-09-08T16:51:18.736Z,2025-01-22T22:25:36.402Z,u4
so373,cust4,COMPLETED,251267,INR,2024-09-27T07:17:45.751Z,2025-03-04T14:55:59.857Z,2024-11-27T08:41:55.404Z,u3
so374,cust148,COMPLETED,386355,INR,2025-05-28T03:08:28.432Z,2025-10-28T15:01:22.282Z,2025-08-24T08:09:26.771Z,u1
so375,cust67,COMPLETED,401128,INR,2024-08-06T09:01:01.139Z,2025-05-22T19:57:11.415Z,2024-08-25T03:07:51.618Z,u7
so376,cust101,COMPLETED,683621,INR,2024-08-30T21:12:40.297Z,2026-02-10T03:26:40.854Z,2025-12-05T08:03:27.860Z,u7
