id,orderId,productId,quantity,price,createdAt
soi437,so176,p280,4,17377,2025-08-18T04:08:52.147Z
soi438,so176,p373,4,4112,2024-08-26T10:09:46.447Z
soi439,so177,p302,4,59162,2024-08-20T06:36:18.066Z
soi440,so177,p207,1,49525,2024-05-02T09:19:13.762Z
soi441,so177,p216,3,75122,2025-07-26T02:51:39.573Z
soi442,so178,p364,2,66869,2025-03-06T22:32:43.577Z
soi443,so178,p149,5,8790,2025-10-01T08:19:22.669Z
soi444,so178,p21,3,19847,2026-02-10T15:54:35.738Z
soi445,so179,p223,4,70017,2026-01-15T23:53:42.234Z
soi446,so179,p273,2,72448,2025-01-12T14:59:25.379Z
soi447,so179,p290,4,11319,2025-08-26T16:01:00.356Z
soi448,so179,p228,4,43302,2025-11-19T19:56:52.250Z
soi449,so180,p277,4,39567,2025-02-12T14:56:28.568Z
soi450,so180,p18,2,2357,2024-10-04T23:03:56.775Z
soi451,so180,p202,1,48999,2025-11-15T22:57:05.496Z
soi452,so180,p136,3,77501,2024-10-02T11:03:20.103Z
soi453,so181,p99,5,3476,2025-01-23T13:21:29.697Z
soi454,so181,p214,3,56485,2025-01-09T05:08:18.251Z
soi455,so181,p232,2,62825,2025-03-18T23:51:34.615Z
soi456,so181,p359,4,776,2025-06-18T07:25:58.005Z
soi457,so182,p344,3,22393,2025-12-14T21:46:48.405Z
soi458,so182,p344,1,22393,2024-03-14T14:20:41.809Z
soi459,so183,p281,2,10851,2024-04-09T12:41:07.684Z
soi460,so184,p260,3,39089,2025-12-21T03:40:30.201Z
soi461,so185,p104,5,42489,2025-12-10T21:04:21.687Z
soi462,so185,p112,5,43868,2025-05-22T15:16:47.179Z
soi463,so185,p168,3,22872,2024-12-09T22:11:06.097Z
soi464,so185,p78,2,30007,2025-07-05T11:46:49.134Z
soi465,so186,p175,4,13757,2025-08-05T21:28:56.009Z
soi466,so186,p188,2,42439,2026-02-21T19:22:37.108Z
soi467,so187,p177,5,23115,2025-07-23T16:29:14.848Z
soi468,so187,p258,4,36305,2024-12-03T05:04:28.744Z
soi469,so188,p198,3,50408,2026-02-03T10:40:03.223Z
soi470,so188,p184,1,10152,2025-04-23T21:11:09.321Z
soi471,so189,p315,3,69855,2026-02-04T17:08:51.638Z
soi472,so189,p90,2,22285,2025-10-31T07:50:44.571Z
soi473,so189,p255,1,7060,2025-07-02T16:31:15.135Z
soi474,so189,p177,4,23115,2025-10-04T04:49:24.656Z
soi475,so190,p112,5,43868,2025-05-28T02:13:04.304Z
soi476,so190,p343,2,21631,2025-04-14T22:43:22.125Z
soi477,so190,p36,2,45911,2025-11-07T21:26:36.407Z
soi478,so191,p272,5,61091,2025-08-19T18:18:38.895Z
soi479,so191,p45,3,17287,2025-09-06T18:54:33.885Z
soi480,so191,p116,3,43254,2024-06-08T19:33:46.460Z
soi481,so192,p396,1,4919,2025-10-19T13:17:04.669Z
soi482,so193,p234,3,76372,2026-01-26T23:30:45.449Z
soi483,so193,p96,3,72346,2025-11-25T22:59:01.115Z
soi484,so194,p28,4,54759,2024-09-03T03:30:03.886Z
soi485,so194,p14,4,54970,2024-11-09T20:04:47.294Z
soi486,so195,p308,2,50541,2025-11-14T14:50:23.791Z
soi487,so195,p178,1,42857,2026-02-09T23:51:31.195Z
soi488,so195,p372,5,78769,2025-11-15T15:56:00.448Z
soi489,so196,p74,4,21467,2024-11-05T21:55:38.590Z
soi490,so196,p134,2,56311,2025-06-25T12:45:49.870Z
soi491,so196,p63,3,59519,2024-06-14T01:14:07.127Z
soi492,so197,p167,4,41246,2025-11-07T03:52:51.334Z
soi493,so197,p378,5,47833,2025-05-06T23:47:40.066Z
soi494,so197,p204,3,73727,2025-04-27T05:31:36.443Z
soi495,so198,p68,5,79445,2026-02-19T04:27:44.538Z
soi496,so198,p120,3,23941,2025-10-27T21:09:44.532Z
soi497,so199,p324,3,2008,2024-06-03T21:18:01.877Z
soi498,so200,p140,1,16904,2024-05-26T01:53:27.401Z
soi499,so200,p218,2,27146,2026-01-01T02:01:20.954Z
soi500,so200,p81,5,47383,2025-08-03T11:27:46.783Z
soi501,so201,p108,5,66652,2025-12-17T11:32:04.769Z
soi502,so201,p205,2,66360,2025-11-27T19:37:47.332Z
soi503,so201,p117,3,61803,2024-11-14T23:49:47.498Z
soi504,so201,p337,2,42377,2025-02-10T05:41:31.568Z
soi505,so202,p299,5,35149,2025-10-16T11:03:54.658Z
soi506,so202,p36,5,45911,2024-10-28T01:12:15.892Z
soi507,so202,p158,4,3289,2024-03-26T04:28:12.814Z
soi508,so203,p37,4,43651,2024-05-26T12:45:15.721Z
soi509,so203,p67,2,16535,2025-11-25T05:36:47.274Z
soi510,so204,p338,5,28918,2025-01-27T11:54:27.949Z
soi511,so204,p219,1,33587,2025-04-28T13:59:58.043Z
soi512,so205,p2,3,22912,2024-06-02T03:15:51.894Z
soi513,so205,p80,3,43567,2024-04-25T18:35:58.892Z
soi514,so205,p344,3,22393,2025-07-03T13:52:27.390Z
soi515,so205,p109,1,17566,2026-02-05T18:33:21.981Z
soi516,so206,p300,3,33558,2024-07-11T08:25:00.994Z
soi517,so206,p34,2,79041,2026-01-24T16:31:57.472Z
soi518,so207,p30,1,63710,2025-01-15T17:20:04.855Z
soi519,so207,p42,2,77110,2025-05-26T18:05:18.171Z
soi520,so208,p15,1,1084,2025-03-20T02:25:04.330Z
soi521,so208,p289,3,46107,2025-02-28T17:32:25.376Z
soi522,so209,p382,2,18130,2025-02-20T06:50:42.025Z
soi523,so209,p9,4,49351,2026-02-19T12:37:30.411Z
soi524,so209,p344,1,22393,2024-07-25T17:26:53.766Z
soi525,so210,p71,1,67085,2025-08-29T22:24:54.769Z
soi526,so210,p209,3,37536,2024-07-25T10:17:26.493Z
soi527,so210,p173,2,22798,2024-06-23T00:06:41.228Z
soi528,so211,p128,4,53323,2025-09-12T02:51:02.107Z
soi529,so212,p384,5,1077,2024-11-29T11:32:00.812Z
soi530,so212,p346,5,4470,2024-08-15T18:23:36.471Z
soi531,so212,p61,3,72696,2024-08-26T15:31:12.866Z
soi532,so212,p307,4,45784,2024-07-04T10:33:51.641Z
soi533,so213,p387,2,60386,2026-02-12T00:46:05.132Z
soi534,so214,p349,3,37144,2024-03-25T21:45:21.212Z
soi535,so214,p23,5,68856,2024-09-02T11:47:00.784Z
soi536,so214,p141,2,24364,2024-05-21T10:55:17.993Z
soi537,so214,p64,5,28526,2025-06-30T02:29:55.129Z
soi538,so215,p137,3,16252,2025-10-29T16:30:09.916Z
soi539,so215,p134,5,56311,2025-08-25T02:35:27.066Z
soi540,so215,p234,2,76372,2024-06-17T18:11:05.084Z
soi541,so216,p283,2,24052,2024-10-19T10:29:38.175Z
soi542,so216,p261,5,10957,2025-04-06T18:15:58.245Z
soi543,so217,p394,2,57960,2025-02-05T21:01:29.741Z
soi544,so217,p216,3,75122,2024-11-06T05:45:35.139Z
soi545,so217,p269,2,18553,2024-08-07T00:00:22.124Z
soi546,so218,p120,3,23941,2024-05-09T13:48:35.043Z
soi547,so218,p200,1,74904,2024-09-20T17:15:37.308Z
soi548,so218,p125,3,23907,2025-05-23T21:32:26.699Z
soi549,so218,p78,5,30007,2025-01-04T06:18:43.923Z
soi550,so219,p35,5,22518,2024-04-28T14:04:55.600Z
soi551,so219,p164,4,79241,2025-06-20T09:48:42.711Z
soi552,so219,p115,2,21075,2025-11-02T13:53:41.672Z
soi553,so219,p312,4,19930,2024-12-20T16:25:21.608Z
soi554,so220,p349,5,37144,2024-08-11T23:33:56.706Z
soi555,so220,p21,3,19847,2024-10-18T10:36:22.783Z
soi556,so221,p339,1,30308,2024-11-20T17:39:08.638Z
soi557,so221,p318,4,48332,2024-05-18T01:46:21.150Z
soi558,so221,p296,5,10637,2024-10-28T08:49:21.553Z
soi559,so221,p206,5,67674,2025-05-31T15:11:46.429Z
soi560,so222,p370,5,69043,2025-02-17T21:05:18.122Z
soi561,so223,p311,2,78071,2024-03-08T06:44:25.055Z
soi562,so223,p206,4,67674,2024-12-31T08:30:59.474Z
soi563,so223,p196,1,66509,2025-10-16T10:15:13.178Z
soi564,so224,p246,5,64168,2024-06-03T01:13:36.012Z
soi565,so224,p284,4,19674,2025-12-19T22:53:05.052Z
soi566,so224,p398,5,2585,2025-11-27T00:50:04.164Z
soi567,so224,p238,2,32847,2025-10-13T19:31:48.617Z
soi568,so225,p54,1,35865,2024-07-09T12:21:37.494Z
soi569,so225,p283,3,24052,2025-05-08T07:16:31.382Z
soi570,so225,p273,3,72448,2024-05-25T22:22:35.675Z
soi571,so225,p108,5,66652,2025-10-14T13:38:12.016Z
soi572,so226,p375,3,46453,2024-10-07T02:20:21.495Z
soi573,so226,p166,1,44191,2025-08-25T09:58:33.146Z
soi574,so226,p103,2,15317,2025-01-15T12:46:29.769Z
soi575,so226,p160,5,53153,2025-08-21T13:40:46.840Z
soi576,so227,p343,3,21631,2025-07-28T02:08:04.831Z
soi577,so227,p91,2,36147,2024-09-05T01:31:47.327Z
soi578,so227,p276,4,75508,2026-02-05T15:50:50.598Z
soi579,so227,p93,5,31082,2026-02-04T18:02:49.166Z
soi580,so228,p298,1,1482,2024-09-29T10:45:51.274Z
soi581,so228,p186,4,55465,2026-02-12T16:08:48.177Z
soi582,so229,p237,3,3231,2024-10-10T00:02:11.615Z
soi583,so229,p341,3,58854,2024-04-22T15:55:14.566Z
soi584,so229,p208,2,4419,2026-02-24T10:43:30.341Z
soi585,so229,p197,4,477,2024-05-17T11:56:49.690Z
soi586,so230,p382,5,18130,2025-05-07T22:01:41.126Z
soi587,so230,p251,3,17257,2025-10-26T05:59:30.725Z
soi588,so231,p121,4,45983,2025-06-21T22:50:50.268Z
soi589,so231,p236,1,9251,2024-06-15T14:25:38.608Z
soi590,so231,p110,2,55985,2025-03-12T15:26:34.485Z
soi591,so232,p22,2,3673,2024-11-06T01:52:50.902Z
soi592,so232,p48,5,52118,2025-07-23T07:02:18.404Z
soi593,so232,p354,3,75850,2025-04-24T23:42:31.216Z
soi594,so233,p363,5,59741,2025-09-10T19:17:41.884Z
soi595,so233,p293,3,71208,2025-12-18T04:23:33.351Z
soi596,so233,p121,2,45983,2025-06-05T06:30:49.060Z
soi597,so233,p100,2,48135,2025-02-14T09:53:37.146Z
soi598,so234,p175,2,13757,2025-07-27T01:06:56.941Z
soi599,so234,p151,4,46126,2024-07-16T21:17:38.371Z
soi600,so235,p6,1,16467,2024-10-23T07:29:34.417Z
soi601,so236,p93,2,31082,2025-11-06T14:46:39.393Z
soi602,so237,p375,2,46453,2024-09-22T08:07:09.293Z
soi603,so237,p72,1,15103,2026-01-08T19:35:08.831Z
soi604,so237,p194,3,32767,2025-01-23T01:04:00.760Z
soi605,so238,p126,1,37575,2025-10-10T03:47:56.378Z
soi606,so238,p41,3,65963,2024-06-16T22:22:05.531Z
soi607,so238,p174,4,17857,2025-09-15T19:40:41.831Z
soi608,so238,p164,1,79241,2024-08-25T13:22:35.608Z
soi609,so239,p30,1,63710,2024-10-06T22:50:52.753Z
soi610,so239,p33,3,37782,2024-07-21T21:04:21.042Z
soi611,so239,p362,4,4907,2024-05-13T17:31:05.806Z
soi612,so239,p283,4,24052,2025-12-10T08:56:56.222Z
soi613,so240,p47,1,48233,2026-02-27T08:24:19.907Z
soi614,so240,p30,3,63710,2025-07-01T18:02:04.897Z
soi615,so240,p198,5,50408,2025-05-24T00:52:45.464Z
soi616,so240,p18,4,2357,2025-05-26T08:25:21.007Z
soi617,so241,p290,2,11319,2025-06-28T07:26:32.109Z
soi618,so241,p369,1,49938,2025-02-24T11:08:32.655Z
soi619,so241,p330,4,23924,2024-11-09T06:09:07.935Z
soi620,so242,p138,4,78960,2024-06-13T05:13:09.068Z
soi621,so243,p196,2,66509,2025-07-12T05:04:17.319Z
soi622,so243,p69,4,24769,2024-11-29T14:08:42.425Z
soi623,so243,p60,5,37512,2024-06-19T16:38:09.498Z
soi624,so243,p354,1,75850,2024-03-30T11:03:29.627Z
soi625,so244,p82,3,8266,2025-07-28T10:30:29.149Z
soi626,so245,p181,1,24331,2025-08-16T09:51:58.891Z
soi627,so245,p328,5,44736,2024-04-17T14:08:29.456Z
soi628,so246,p61,3,72696,2024-06-26T21:43:19.254Z
soi629,so246,p252,5,70803,2025-05-15T23:05:15.671Z
soi630,so247,p252,4,70803,2025-11-07T15:03:46.587Z
soi631,so247,p247,1,21346,2024-09-07T13:09:46.591Z
soi632,so247,p390,5,50297,2025-02-09T18:47:41.627Z
soi633,so248,p46,1,32641,2024-07-04T10:45:11.110Z
soi634,so248,p252,4,70803,2025-11-17T05:47:54.760Z
soi635,so248,p374,2,33586,2024-11-04T14:12:48.084Z
soi636,so249,p160,1,53153,2024-10-27T16:45:04.202Z
soi637,so249,p246,4,64168,2025-07-07T00:31:53.183Z
soi638,so250,p349,4,37144,2024-10-07T01:25:45.351Z
soi639,so250,p233,1,33869,2024-09-04T09:56:15.227Z
soi640,so250,p309,2,75859,2024-03-16T11:25:40.107Z
soi641,so251,p223,4,70017,2025-01-04T00:03:31.308Z
soi642,so251,p226,5,27618,2025-01-15T08:05:45.925Z
soi643,so252,p224,2,65055,2025-05-23T01:09:13.736Z
soi644,so253,p332,5,42575,2024-11-23T15:08:41.692Z
soi645,so254,p106,5,62354,2025-11-04T00:49:49.164Z
soi646,so254,p369,4,49938,2025-02-09T21:36:27.936Z
soi647,so254,p176,3,41999,2024-05-11T11:16:37.693Z
soi648,so254,p287,4,15151,2024-11-22T19:50:58.581Z
soi649,so255,p189,2,18888,2025-04-17T18:36:03.241Z
soi650,so255,p101,2,73591,2025-12-31T10:45:22.259Z
soi651,so255,p338,2,28918,2024-11-08T16:29:15.304Z
soi652,so255,p388,5,72208,2024-10-06T11:33:24.816Z
soi653,so256,p201,5,42200,2026-01-31T20:53:39.207Z
soi654,so256,p269,1,18553,2024-09-17T04:16:13.219Z
soi655,so257,p7,2,7902,2024-08-17T11:18:22.747Z
soi656,so257,p242,1,8145,2025-08-05T02:59:38.353Z
soi657,so257,p18,1,2357,2025-05-29T16:12:50.067Z
soi658,so258,p162,4,20100,2024-08-29T19:48:28.338Z
soi659,so258,p170,3,19633,2024-09-09T10:41:45.673Z
soi660,so259,p271,4,40413,2025-12-31T02:56:45.221Z
soi661,so259,p184,3,10152,2024-12-04T13:55:19.719Z
soi662,so260,p165,4,65866,2024-03-18T12:15:16.474Z
soi663,so260,p172,3,40398,2026-01-10T03:29:37.281Z
soi664,so260,p219,4,33587,2024-03-26T22:46:43.330Z
soi665,so261,p29,2,21287,2025-11-01T05:26:23.878Z
soi666,so262,p13,2,73689,2024-05-29T17:15:09.026Z
soi667,so263,p57,1,19910,2024-05-26T12:27:17.054Z
soi668,so264,p160,3,53153,2024-07-23T23:42:02.078Z
soi669,so264,p92,5,49657,2025-06-27T01:43:28.391Z
soi670,so264,p347,2,76223,2024-05-02T15:09:27.089Z
soi671,so265,p154,4,32721,2024-07-06T08:45:16.065Z
soi672,so265,p149,3,8790,2024-04-10T03:31:09.131Z
soi673,so265,p222,4,40165,2024-05-02T22:45:07.110Z
soi674,so266,p355,4,6659,2024-03-10T17:44:55.877Z
soi675,so266,p165,2,65866,2024-09-24T15:53:23.430Z
soi676,so266,p111,3,8813,2024-11-21T13:44:05.375Z
soi677,so267,p137,3,16252,2024-09-15T01:58:24.915Z
soi678,so267,p187,2,65659,2024-03-28T13:20:26.073Z
soi679,so268,p41,2,65963,2024-07-04T00:59:57.471Z
soi680,so268,p373,1,4112,2024-06-25T14:37:08.324Z
soi681,so268,p7,2,7902,2024-06-11T06:45:05.627Z
soi682,so268,p317,3,47687,2025-06-27T21:48:24.544Z
soi683,so269,p37,3,43651,2024-07-03T06:49:12.221Z
soi684,so269,p378,2,47833,2025-12-28T16:15:54.074Z
soi685,so269,p327,2,54635,2026-02-27T12:15:41.946Z
soi686,so269,p186,3,55465,2025-12-16T15:35:28.575Z
soi687,so270,p246,2,64168,2025-04-07T10:09:32.198Z
soi688,so270,p201,2,42200,2024-04-21T20:10:35.964Z
soi689,so270,p198,2,50408,2024-06-21T12:42:27.250Z
soi690,so271,p141,5,24364,2024-10-30T16:10:33.752Z
soi691,so272,p243,1,74618,2025-07-12T18:43:33.907Z
soi692,so272,p19,5,33414,2024-07-29T22:52:08.256Z
soi693,so273,p23,4,68856,2024-09-09T21:01:37.844Z
soi694,so273,p112,5,43868,2025-11-24T22:48:32.661Z
soi695,so273,p233,1,33869,2025-02-23T05:45:29.114Z
soi696,so274,p31,3,51520,2025-12-28T06:06:20.122Z
soi697,so275,p349,5,37144,2025-02-04T01:41:08.565Z
soi698,so275,p261,1,10957,2024-09-19T13:14:02.298Z
soi699,so275,p142,4,22135,2025-09-14T09:43:25.792Z
soi700,so276,p21,4,19847,2025-03-25T09:16:35.579Z
soi701,so277,p353,1,70158,2025-01-08T12:18:15.927Z
soi702,so277,p238,4,32847,2025-12-07T23:32:21.594Z
soi703,so277,p336,4,8144,2025-07-30T17:38:45.331Z
soi704,so278,p59,2,23193,2025-07-24T05:13:32.141Z
soi705,so278,p31,3,51520,2024-08-16T20:26:48.086Z
soi706,so278,p298,1,1482,2025-07-15T02:40:13.290Z
soi707,so279,p382,3,18130,2026-01-28T09:13:19.358Z
soi708,so279,p392,2,8779,2024-09-22T22:36:39.150Z
soi709,so279,p161,2,26907,2024-12-29T09:47:26.077Z
soi710,so280,p44,5,2627,2025-08-08T06:07:34.239Z
soi711,so280,p221,2,7788,2025-10-19T18:30:50.872Z
soi712,so280,p77,4,66130,2025-07-04T00:04:32.306Z
soi713,so281,p293,4,71208,2026-01-03T13:55:28.586Z
soi714,so281,p366,4,37121,2024-10-02T09:41:58.937Z
soi715,so281,p27,2,20344,2024-07-17T03:18:19.185Z
soi716,so282,p383,1,70592,2025-01-09T06:15:04.342Z
soi717,so283,p167,1,41246,2024-09-25T03:34:03.814Z
soi718,so284,p86,4,710,2024-12-25T17:59:21.972Z
soi719,so284,p318,2,48332,2024-07-22T11:31:13.504Z
soi720,so284,p200,1,74904,2025-04-23T04:15:22.483Z
soi721,so284,p389,5,73027,2024-04-10T13:20:44.771Z
soi722,so285,p37,5,43651,2025-06-25T11:35:11.746Z
soi723,so285,p259,5,63634,2026-01-19T21:04:42.541Z
soi724,so286,p42,2,77110,2024-06-05T06:03:11.995Z
soi725,so287,p273,3,72448,2026-03-02T02:24:05.536Z
soi726,so287,p134,5,56311,2024-12-08T05:09:22.608Z
soi727,so287,p388,2,72208,2024-11-09T13:09:06.826Z
soi728,so288,p24,1,26566,2024-03-28T11:18:26.207Z
soi729,so289,p226,4,27618,2025-01-25T10:56:39.677Z
soi730,so289,p52,4,40647,2024-12-14T15:54:28.604Z
soi731,so289,p136,3,77501,2025-12-19T18:14:42.748Z
soi732,so289,p215,5,24617,2025-12-12T09:36:46.165Z
soi733,so290,p196,2,66509,2024-04-14T00:33:48.962Z
soi734,so290,p278,1,74731,2025-11-19T22:25:22.809Z
soi735,so291,p312,4,19930,2024-07-25T03:55:41.336Z
soi736,so291,p167,3,41246,2025-05-18T14:36:09.991Z
soi737,so291,p32,2,31619,2025-01-17T09:11:52.393Z
soi738,so291,p20,1,42689,2025-10-21T06:44:17.403Z
soi739,so292,p103,1,15317,2024-10-27T15:23:36.581Z
soi740,so292,p124,4,35180,2024-07-12T17:43:19.709Z
soi741,so293,p155,1,54620,2025-05-06T01:01:14.898Z
soi742,so294,p124,1,35180,2025-01-02T07:16:59.953Z
soi743,so294,p244,2,5538,2025-12-05T03:16:16.365Z
soi744,so294,p27,4,20344,2025-12-28T20:50:53.307Z
soi745,so294,p65,3,77216,2024-09-12T19:16:28.366Z
soi746,so295,p12,4,68502,2025-11-12T05:17:10.056Z
soi747,so295,p19,1,33414,2024-12-07T03:41:23.753Z
soi748,so295,p366,4,37121,2025-09-21T02:30:00.075Z
soi749,so296,p268,1,66361,2024-06-05T18:02:14.946Z
soi750,so297,p38,2,71936,2024-12-02T07:41:03.896Z
soi751,so297,p377,2,4273,2025-05-10T05:36:05.358Z
soi752,so298,p203,2,27385,2026-01-01T02:20:40.271Z
soi753,so298,p322,1,33080,2025-08-30T17:24:10.005Z
soi754,so298,p284,4,19674,2024-12-13T04:38:14.639Z
soi755,so299,p285,4,38810,2024-05-21T15:20:20.299Z
soi756,so299,p338,5,28918,2025-09-09T13:49:09.665Z
soi757,so299,p278,5,74731,2025-06-05T18:55:25.342Z
soi758,so300,p19,5,33414,2026-02-27T17:13:09.759Z
soi759,so300,p399,3,2897,2024-08-26T01:46:28.611Z
soi760,so300,p232,4,62825,2025-03-30T17:57:29.438Z
soi761,so300,p159,1,48731,2024-03-23T13:52:20.726Z
soi762,so301,p296,1,10637,2025-06-08T14:35:43.133Z
soi763,so301,p326,1,77256,2025-10-06T04:05:14.580Z
soi764,so301,p194,2,32767,2024-11-05T04:29:03.268Z
soi765,so302,p356,2,4880,2026-02-10T13:08:16.270Z
soi766,so302,p282,5,43780,2025-08-09T22:40:06.427Z
soi767,so302,p306,3,3954,2025-12-23T08:11:33.882Z
soi768,so302,p312,2,19930,2025-05-12T06:39:30.466Z
soi769,so303,p51,3,15552,2025-01-04T12:30:38.368Z
soi770,so303,p251,2,17257,2025-07-28T01:29:31.202Z
soi771,so304,p95,5,56233,2025-09-03T19:55:28.495Z
soi772,so304,p37,5,43651,2025-11-29T01:36:16.033Z
soi773,so305,p203,5,27385,2024-10-10T18:45:51.191Z
soi774,so306,p3,4,34402,2025-12-26T05:23:50.961Z
soi775,so307,p261,2,10957,2025-05-27T02:10:59.355Z
soi776,so308,p285,4,38810,2026-02-20T18:45:09.007Z
soi777,so309,p303,5,79948,2025-11-23T00:15:49.232Z
soi778,so310,p276,1,75508,2026-01-05T20:56:12.304Z
soi779,so310,p367,1,43847,2024-10-28T12:59:28.603Z
soi780,so310,p125,4,23907,2026-01-06T01:16:24.436Z
soi781,so310,p55,2,19638,2026-02-21T04:51:05.134Z
soi782,so311,p39,2,41796,2024-12-24T02:04:29.171Z
soi783,so311,p219,3,33587,2025-02-25T08:31:14.074Z
soi784,so312,p75,4,3841,2025-04-08T09:21:12.188Z
soi785,so312,p240,5,63310,2025-06-14T14:02:47.601Z
soi786,so312,p242,5,8145,2025-12-28T05:38:09.795Z
soi787,so312,p380,2,78237,2025-03-17T15:18:38.335Z
soi788,so313,p279,3,4053,2024-03-18T08:31:00.266Z
soi789,so313,p57,4,19910,2024-04-16T13:51:17.314Z
soi790,so313,p139,5,33494,2025-10-04T19:56:01.181Z
soi791,so314,p60,4,37512,2024-11-19T04:18:14.637Z
soi792,so314,p74,3,21467,2025-05-14T03:07:41.724Z
soi793,so314,p195,5,53530,2025-06-20T23:36:21.881Z
soi794,so314,p145,3,57189,2025-01-27T21:43:35.386Z
soi795,so315,p345,4,51348,2025-12-19T02:12:29.361Z
soi796,so315,p203,3,27385,2026-03-03T20:06:44.899Z
soi797,so315,p163,5,9301,2024-09-03T11:24:05.211Z
soi798,so315,p241,5,44546,2025-01-21T09:45:54.231Z
soi799,so316,p373,2,4112,2024-09-29T11:23:29.514Z
soi800,so316,p24,1,26566,2024-07-04T08:23:17.918Z
soi801,so316,p42,2,77110,2024-05-17T20:51:25.537Z
soi802,so317,p46,5,32641,2024-06-18T20:20:51.051Z
soi803,so318,p349,4,37144,2024-06-18T02:30:54.030Z
soi804,so318,p287,5,15151,2025-12-08T04:35:46.536Z
soi805,so318,p33,5,37782,2025-03-15T06:11:48.693Z
soi806,so318,p319,3,5259,2025-10-27T18:17:28.066Z
soi807,so319,p235,2,39357,2024-08-13T07:48:51.503Z
soi808,so319,p384,2,1077,2024-10-21T17:26:36.573Z
soi809,so319,p17,5,39968,2026-01-25T21:07:47.647Z
soi810,so320,p358,4,20040,2024-11-03T20:29:50.315Z
soi811,so320,p322,3,33080,2024-05-09T07:06:09.786Z
soi812,so320,p58,4,16123,2025-04-26T01:32:34.369Z
soi813,so320,p125,1,23907,2025-02-22T07:33:08.092Z
soi814,so321,p152,2,57299,2025-01-25T22:52:00.152Z
soi815,so321,p75,5,3841,2025-02-08T21:50:50.624Z
soi816,so321,p201,2,42200,2025-05-18T05:28:43.087Z
soi817,so321,p58,2,16123,2026-03-02T07:27:35.021Z
soi818,so322,p388,5,72208,2026-01-04T09:44:06.139Z
soi819,so322,p313,5,24136,2024-10-03T02:10:50.887Z
soi820,so322,p84,2,38466,2024-08-17T06:05:50.399Z
soi821,so322,p266,4,2121,2025-07-07T08:33:14.573Z
soi822,so323,p254,5,68416,2025-10-10T14:47:17.028Z
soi823,so323,p136,2,77501,2025-02-07T07:24:32.398Z
soi824,so324,p199,3,22533,2024-07-24T11:00:55.537Z
soi825,so324,p373,2,4112,2026-01-23T16:53:21.359Z
soi826,so325,p69,5,24769,2026-03-05T18:09:57.521Z
soi827,so325,p232,4,62825,2024-04-25T01:25:36.195Z
soi828,so326,p342,5,64617,2024-12-14T06:05:35.710Z
soi829,so327,p201,2,42200,2024-06-02T11:40:22.688Z
soi830,so327,p267,5,26211,2025-07-07T23:37:07.081Z
soi831,so327,p32,1,31619,2025-02-13T09:08:56.255Z
soi832,so328,p245,3,33571,2025-08-18T20:44:12.536Z
soi833,so328,p196,1,66509,2024-09-16T13:48:30.901Z
soi834,so328,p241,1,44546,2024-10-16T00:37:27.383Z
soi835,so329,p228,1,43302,2026-01-19T21:04:22.817Z
soi836,so330,p25,2,52187,2026-01-27T22:05:49.052Z
soi837,so330,p119,5,50118,2024-04-07T13:53:37.310Z
soi838,so330,p193,1,7549,2024-04-14T04:39:48.734Z
soi839,so331,p17,2,39968,2024-10-29T16:07:44.953Z
soi840,so331,p137,3,16252,2025-02-28T12:21:50.101Z
soi841,so332,p63,3,59519,2024-12-26T03:41:10.203Z
soi842,so332,p380,5,78237,2024-08-22T19:27:57.473Z
soi843,so332,p253,3,73625,2025-01-08T01:52:20.797Z
soi844,so332,p225,4,42389,2024-03-25T12:11:25.011Z
soi845,so333,p25,4,52187,2025-12-08T08:09:56.025Z
soi846,so334,p215,4,24617,2024-07-17T00:16:18.140Z
soi847,so335,p371,5,32547,2024-04-01T19:10:14.695Z
soi848,so335,p396,5,4919,2024-10-29T23:16:12.136Z
soi849,so335,p17,2,39968,2025-11-30T19:50:29.774Z
soi850,so336,p244,3,5538,2026-02-04T12:56:36.049Z
soi851,so336,p97,4,39476,2024-09-26T19:17:59.702Z
soi852,so337,p214,2,56485,2024-03-13T15:35:21.652Z
soi853,so337,p59,4,23193,2025-01-02T01:01:19.001Z
soi854,so337,p13,5,73689,2025-08-24T19:16:26.396Z
soi855,so337,p103,4,15317,2026-01-11T22:35:29.293Z
soi856,so338,p50,4,9217,2024-09-08T02:29:08.284Z
soi857,so338,p84,1,38466,2024-08-07T18:28:07.187Z
soi858,so338,p146,5,56607,2024-11-27T13:51:49.146Z
soi859,so338,p152,3,57299,2025-08-28T05:06:38.194Z
soi860,so339,p150,1,30855,2026-01-19T08:37:08.480Z
soi861,so339,p88,1,15360,2024-06-18T22:03:47.686Z
soi862,so339,p22,1,3673,2025-03-18T23:09:09.815Z
soi863,so339,p227,3,76684,2024-03-16T11:50:52.500Z
soi864,so340,p148,4,72741,2026-02-10T08:52:15.373Z
soi865,so340,p163,2,9301,2025-01-01T15:06:55.103Z
soi866,so340,p99,3,3476,2025-11-17T16:17:41.227Z
soi867,so340,p266,3,2121,2025-12-10T17:18:06.491Z
soi868,so341,p8,3,47763,2024-07-19T17:36:52.069Z
soi869,so341,p177,4,23115,2025-07-18T15:36:51.834Z
soi870,so342,p119,1,50118,2024-11-28T06:40:39.738Z
soi871,so342,p304,1,10768,2025-11-21T05:07:23.403Z
soi872,so343,p374,4,33586,2026-02-19T07:05:49.047Z
